Time (s),Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Proses
1,370,194,234,158,125,46,47,46,B
2,346,192,229,156,119,50,45,47,B
3,331,191,229,160,118,46,44,46,B
4,322,191,230,156,118,45,46,46,B
5,313,191,230,156,118,46,45,46,B
6,306,191,230,156,118,46,46,46,B
7,300,190,229,156,117,46,46,46,B
8,296,191,229,156,117,46,46,46,B
9,293,190,229,156,117,46,46,47,B
10,291,191,230,155,117,47,51,46,B
11,288,189,229,155,118,47,46,47,B
1,297,192,230,156,116,47,46,47,S
2,313,206,238,163,118,47,48,47,S
3,333,217,278,178,117,56,56,56,S
4,352,231,311,191,117,84,84,84,S
5,368,242,331,200,117,113,114,113,S
6,383,253,342,207,117,136,136,137,S
7,395,261,350,212,117,153,153,153,S
8,408,269,357,217,117,165,165,165,S
9,417,275,361,220,117,175,175,175,S
10,427,281,365,223,118,185,183,183,S
11,436,290,367,225,114,189,190,190,S
12,444,291,371,227,117,195,195,195,S
13,449,295,372,228,117,199,198,199,S
14,455,298,374,230,117,203,203,203,S
15,461,301,375,232,116,205,206,206,S
16,467,305,378,234,117,209,209,209,S
17,472,307,379,234,116,212,211,212,S
18,479,311,383,235,118,215,217,214,S
19,482,313,382,237,117,216,216,216,S
20,487,316,384,239,117,218,218,218,S
21,490,317,385,240,117,219,219,219,S
22,494,319,386,241,117,221,221,221,S
23,498,322,388,242,117,222,222,222,S
24,501,323,389,243,117,223,223,223,S
25,505,326,390,245,117,225,225,225,S
26,507,326,390,244,117,225,224,225,S
27,511,329,392,246,115,225,224,225,S
28,513,327,392,245,121,226,226,227,S
29,514,329,393,247,117,226,226,226,S
30,519,332,394,248,117,228,228,227,S
31,520,332,395,248,117,228,228,227,S
32,522,333,395,248,116,228,228,228,S
33,524,334,396,250,117,229,228,228,S
34,527,336,397,250,117,229,229,229,S
35,529,336,398,251,117,229,229,229,S
36,529,334,397,249,122,228,229,229,S
37,532,335,397,251,116,228,228,228,S
38,535,338,399,252,117,229,229,229,S
39,535,338,399,253,117,229,229,229,S
40,537,339,399,253,117,229,228,228,S
41,539,340,400,254,117,229,229,229,S
42,541,341,401,255,117,229,229,229,S
43,543,342,401,255,117,229,229,229,S
44,543,341,402,255,117,229,229,229,S
45,543,342,401,259,116,229,226,228,S
46,545,342,402,256,117,228,228,228,S
47,548,344,404,257,117,229,229,229,S
48,548,343,403,257,117,228,228,228,S
49,549,343,403,257,117,227,227,227,S
50,551,344,403,258,117,227,227,227,S
51,552,344,404,258,117,227,227,227,S
52,553,343,403,258,117,227,226,227,S
53,555,345,407,258,118,224,226,225,S
54,556,345,405,258,117,226,226,226,S
55,557,345,404,259,117,226,226,226,S
56,558,345,405,259,117,225,226,225,S
57,558,345,404,259,117,225,224,225,S
58,558,345,404,259,117,224,224,224,S
59,561,346,405,259,117,224,224,226,S
60,565,345,406,258,117,223,224,224,S
61,564,347,407,261,117,224,224,224,S
62,563,346,407,261,117,223,223,223,S
63,564,347,407,261,117,223,223,223,S
64,565,347,407,262,117,222,222,222,S
65,566,347,407,261,117,222,222,221,S
66,567,346,407,260,116,222,222,223,S
67,568,348,409,262,117,222,222,222,S
68,567,346,407,262,117,221,221,221,S
69,569,347,407,262,117,221,221,220,S
70,570,348,408,263,117,220,221,221,S
71,571,347,407,263,117,220,220,220,S
72,574,347,409,260,116,218,220,220,S
73,572,348,408,263,117,219,219,219,S
74,573,348,408,264,117,219,219,219,S
75,571,346,407,263,117,218,218,218,S
76,572,347,408,263,118,217,218,219,S
77,575,348,409,264,117,218,218,218,S
78,575,348,408,264,117,217,218,217,S
79,576,348,409,264,117,217,217,217,S
80,577,348,409,264,117,217,217,216,S
81,577,349,410,265,117,216,217,217,S
82,577,347,409,264,117,216,216,216,S
83,579,348,410,265,117,216,215,216,S
84,579,348,411,266,117,216,216,215,S
85,579,348,410,266,117,215,216,216,S
86,581,348,410,266,117,215,215,215,S
87,581,348,410,266,117,215,215,215,S
88,580,348,409,265,117,214,213,215,S
89,582,348,410,266,117,214,214,213,S
90,582,347,409,266,117,213,213,213,S
91,583,348,410,266,117,212,213,212,S
92,584,348,413,266,117,214,214,213,S
93,584,348,410,266,117,212,212,212,S
94,584,347,410,266,117,211,211,211,S
95,584,347,409,266,117,211,211,211,S
96,584,348,410,270,116,211,207,210,S
97,586,348,411,267,117,211,211,211,S
98,585,347,410,267,117,210,210,210,S
99,586,347,410,267,117,209,210,209,S
100,586,345,409,266,118,209,209,209,S
101,587,347,410,267,117,209,209,209,S
102,588,348,411,267,117,209,209,209,S
103,587,346,410,267,117,209,209,209,S
104,588,347,411,267,117,209,209,209,S
105,588,347,410,267,117,208,208,208,S
106,590,347,411,268,117,208,208,208,S
107,589,347,410,268,117,208,208,208,S
108,590,347,411,268,117,207,207,207,S
109,590,347,410,268,117,207,207,207,S
110,591,346,411,268,117,207,207,207,S
111,592,347,410,268,117,206,206,206,S
112,591,346,411,268,117,206,206,206,S
113,593,344,411,267,117,206,206,206,S
114,592,346,411,268,117,205,205,205,S
115,593,347,411,268,117,205,205,205,S
116,592,346,408,268,115,204,203,208,S
117,593,346,411,268,117,204,204,204,S
118,593,346,410,268,117,204,204,204,S
119,595,347,412,269,118,206,204,204,S
120,593,345,410,268,117,203,203,203,S
1,616,349,416,271,119,204,204,205,P
2,605,348,410,268,113,200,199,200,P
3,602,337,407,264,117,198,198,197,P
4,598,334,401,253,117,185,185,185,P
5,593,329,392,241,115,170,170,170,P
6,591,325,388,232,117,158,158,158,P
7,585,321,382,224,117,148,148,148,P
8,584,318,378,219,118,142,141,142,P
9,581,314,374,215,117,135,135,135,P
10,577,310,370,211,117,130,130,130,P
11,574,307,367,205,117,124,125,125,P
12,572,303,363,205,117,122,122,122,P
13,566,299,359,202,117,118,118,118,P
14,565,297,357,200,117,115,115,120,P
15,562,294,355,198,117,113,113,113,P
16,560,290,352,196,117,110,110,110,P
17,558,288,351,195,117,109,108,109,P
18,557,287,348,194,118,106,106,106,P
19,554,284,347,193,117,105,104,105,P
20,550,280,344,191,116,103,102,103,P
21,550,278,344,189,117,101,104,101,P
22,549,277,342,189,117,100,100,100,P
23,547,275,341,189,117,99,99,99,P
24,544,272,338,188,117,98,102,97,P
25,543,270,338,187,117,97,97,97,P
26,540,269,336,186,117,96,96,96,P
27,538,266,335,186,117,95,95,95,P
28,537,266,334,185,117,94,94,94,P
29,536,263,333,185,117,93,93,93,P
30,534,262,332,184,117,92,92,92,P
31,530,260,329,183,115,96,91,91,P
32,531,258,329,183,117,91,91,91,P
33,529,257,329,183,117,90,90,90,P
34,527,255,327,182,117,88,90,89,P
35,526,255,327,182,117,89,89,89,P
36,524,253,326,181,117,88,88,88,P
37,521,251,324,180,116,87,87,87,P
38,520,249,323,179,116,86,87,87,P
39,520,249,324,180,117,86,86,86,P
40,518,247,322,180,116,86,86,86,P
41,517,246,327,179,117,86,86,86,P
42,515,245,321,179,116,85,85,85,P
43,513,244,320,179,116,84,85,85,P
44,512,244,321,179,118,83,85,85,P
45,511,243,319,178,116,84,84,84,P
46,511,242,319,178,117,83,84,84,P
47,509,241,318,179,116,83,83,82,P
48,507,240,317,177,117,82,82,82,P
49,507,239,317,177,117,82,82,82,P
50,505,238,316,178,117,81,82,81,P
51,504,237,315,177,117,81,81,81,P
52,502,236,314,176,117,81,81,81,P
53,500,235,313,176,117,79,80,79,P
54,500,234,314,176,117,81,80,80,P
55,499,233,313,176,117,80,80,80,P
56,497,233,313,174,117,79,80,80,P
57,496,232,312,175,117,79,79,79,P
58,495,231,311,175,117,79,79,79,P
59,494,231,311,175,117,77,79,77,P
60,493,230,311,176,117,79,79,79,P
61,491,229,310,175,116,78,78,78,P
62,491,228,310,175,117,78,77,79,P
63,489,228,309,175,116,78,78,77,P
64,487,227,307,174,117,77,77,77,P
65,488,227,309,174,117,78,76,77,P
66,487,227,308,174,117,77,77,77,P
67,485,226,308,174,117,77,77,77,P
68,484,225,307,173,116,77,76,77,P
69,483,224,306,173,116,77,76,76,P
70,481,224,306,173,116,76,76,76,P
71,482,224,306,174,117,76,76,76,P
72,481,223,306,173,116,76,76,76,P
73,478,222,304,173,116,76,76,75,P
74,479,223,305,173,117,76,76,76,P
75,478,221,303,172,116,75,75,75,P
76,477,221,304,172,116,75,75,75,P
77,476,220,304,173,117,75,75,75,P
78,476,221,305,173,116,74,75,75,P
79,474,220,303,172,116,75,75,75,P
80,472,219,302,172,116,75,74,74,P
81,472,218,302,172,116,74,74,74,P
82,471,219,302,172,117,74,74,74,P
83,471,219,302,172,116,74,74,74,P
84,467,217,299,176,116,74,74,75,P
85,469,218,301,172,116,74,74,74,P
86,468,217,300,171,116,73,73,73,P
87,468,217,301,172,116,74,72,74,P
88,468,217,300,171,116,73,73,73,P
89,464,216,299,171,116,73,73,73,P
90,466,216,300,171,116,73,73,73,P
91,463,215,299,171,116,72,73,73,P
92,463,215,298,171,116,73,73,73,P
93,463,216,299,171,117,73,73,72,P
94,462,213,298,171,116,72,73,73,P
95,462,215,298,171,117,73,72,72,P
96,460,214,297,171,116,72,72,72,P
97,458,214,298,170,117,71,73,73,P
98,458,213,296,170,116,72,72,71,P
99,458,213,296,170,116,72,72,72,P
100,457,214,297,168,116,70,71,71,P
101,457,213,296,170,116,72,72,71,P
102,457,213,296,171,116,72,72,71,P
103,456,213,298,169,117,68,71,70,P
104,455,213,296,170,116,71,71,71,P
105,455,212,295,170,116,71,71,71,P
106,454,212,295,171,116,72,72,73,P
107,453,211,294,169,116,71,70,71,P
108,451,211,293,169,116,71,71,71,P
109,452,211,294,169,117,70,75,70,P
110,450,211,293,169,116,70,70,70,P
111,450,211,294,169,116,70,70,70,P
112,449,211,293,169,116,70,70,70,P
113,450,209,293,170,116,70,70,70,P
114,448,210,293,169,116,70,70,70,P
115,448,210,293,169,116,70,70,70,P
116,446,210,291,169,116,70,70,70,P
117,446,209,292,169,116,69,69,70,P
118,445,209,291,169,116,70,70,70,P
119,445,210,292,170,117,68,70,68,P
120,445,209,292,169,116,69,69,69,P
121,443,209,291,169,116,69,69,69,P
122,443,209,291,167,116,67,69,68,P
123,443,208,291,169,117,70,69,69,P
124,442,209,291,169,116,69,69,69,P
125,442,208,291,169,117,69,68,69,P
126,442,208,290,169,117,69,69,69,P
127,440,208,290,168,116,69,69,69,P
128,440,208,290,168,117,69,69,69,P
129,442,208,290,165,115,67,68,68,P
130,439,207,289,168,116,69,69,68,P
131,440,208,290,168,116,69,69,69,P
132,437,207,289,166,117,67,69,68,P
133,438,207,289,167,116,68,68,68,P
134,438,208,289,167,117,68,68,68,P
135,437,207,289,167,117,68,68,68,P
136,437,207,289,168,116,68,68,68,P
137,437,207,288,168,117,68,68,68,P
138,436,207,288,167,116,68,68,68,P
139,436,205,288,167,116,68,68,68,P
140,435,207,288,168,117,68,68,68,P
141,434,207,287,167,116,67,68,68,P
142,434,206,288,167,117,68,67,68,P
143,433,206,287,167,116,68,68,68,P
144,433,206,287,167,117,68,67,68,P
145,433,205,287,166,117,68,66,68,P
146,433,206,287,168,116,67,67,68,P
147,431,206,287,167,116,67,67,67,P
148,431,206,286,168,117,66,68,66,P
149,431,206,286,168,117,67,67,67,P
150,430,205,286,167,117,67,67,67,P
151,430,206,286,167,116,67,66,67,P
152,429,205,286,167,116,67,67,67,P
153,429,206,286,167,116,67,67,67,P
154,429,205,286,167,116,67,67,67,P
155,427,205,285,167,116,67,67,67,P
156,427,205,285,167,116,66,66,66,P
157,427,205,284,167,116,66,67,67,P
158,427,205,284,168,117,66,67,67,P
159,425,204,284,166,116,66,66,66,P
160,426,205,284,167,116,66,67,67,P
161,425,205,283,166,116,66,66,66,P
162,424,204,283,167,116,66,66,66,P
163,425,204,284,166,116,66,66,66,P
164,422,204,282,167,117,66,67,67,P
165,423,204,283,166,116,66,66,66,P
166,423,204,283,167,116,66,66,66,P
167,423,204,282,167,118,67,67,67,P
168,422,204,283,167,116,66,66,66,P
169,422,204,283,167,116,66,66,66,P
170,421,204,284,166,116,66,66,66,P
171,421,204,282,166,116,66,66,66,P
172,420,203,282,166,116,66,66,66,P
173,421,204,283,167,116,66,66,66,P
174,417,202,281,166,116,66,65,66,P
175,420,203,282,166,116,66,66,66,P
176,419,203,281,166,116,65,65,65,P
177,421,205,282,167,114,65,64,65,P
178,419,204,282,167,116,65,66,66,P
179,418,203,281,166,116,65,65,65,P
180,417,203,280,166,117,68,65,66,P
181,418,204,281,166,116,65,65,66,P
182,418,203,280,166,116,65,65,65,P
183,417,203,281,166,117,64,65,64,P
184,417,203,281,166,117,66,66,65,P
185,416,203,280,166,116,65,65,65,P
186,416,203,280,166,116,65,65,65,P
187,420,202,281,162,116,64,65,65,P
188,415,202,279,166,116,65,65,65,P
189,414,202,279,165,116,65,65,65,P
190,415,203,280,166,116,64,65,64,P
191,413,202,278,165,116,65,65,65,P
192,413,202,279,165,116,65,65,65,P
193,413,202,279,166,116,65,65,65,P
194,418,202,279,165,117,64,65,65,P
195,414,202,279,165,116,65,65,65,P
196,412,202,277,165,116,64,64,65,P
197,412,201,278,165,116,64,64,64,P
198,411,202,278,165,118,64,65,64,P
199,412,202,278,165,116,64,64,65,P
200,410,201,277,165,116,64,64,64,P
201,412,202,278,165,116,65,65,65,P
202,411,202,278,166,117,64,66,65,P
203,410,201,277,165,116,64,64,64,P
204,410,201,278,165,116,64,64,64,P
205,411,202,278,166,116,64,64,65,P
206,410,202,278,164,117,63,64,63,P
207,410,201,277,165,116,64,64,64,P
208,408,201,276,165,116,64,64,64,P
209,409,201,276,165,116,64,64,64,P
210,409,201,276,165,117,64,64,64,P
211,409,202,277,165,116,64,64,64,P
212,409,202,277,165,116,64,64,64,P
213,407,201,275,165,115,69,63,64,P
214,407,201,276,165,116,64,64,64,P
215,409,201,276,165,116,64,64,64,P
216,406,201,276,165,116,64,64,64,P
217,405,201,274,164,114,68,63,64,P
218,407,201,276,165,116,64,64,64,P
219,406,200,275,164,116,63,64,63,P
220,407,201,275,165,116,64,64,64,P
221,406,201,274,166,117,64,64,64,P
222,406,201,276,165,116,64,64,64,P
223,406,201,275,165,116,64,63,63,P
224,405,202,274,165,113,63,62,63,P
225,405,200,274,164,116,63,64,63,P
226,404,200,274,165,116,64,63,63,P
227,404,201,275,165,116,63,63,63,P
228,404,199,275,165,119,63,64,62,P
229,404,201,275,165,116,64,64,64,P
230,404,201,274,164,116,64,63,64,P
231,402,200,273,164,116,63,63,63,P
232,403,199,274,164,117,63,63,64,P
233,402,200,273,164,116,63,63,63,P
234,403,201,274,165,116,63,63,63,P
235,403,201,275,165,116,64,64,63,P
236,402,201,272,165,116,63,63,63,P
237,402,200,273,165,116,63,63,63,P
238,401,200,273,164,116,63,63,63,P
239,402,200,273,164,116,63,62,63,P
240,400,204,272,164,116,63,63,63,P
241,400,200,273,164,116,63,63,63,P
242,401,200,273,165,116,63,63,63,P
243,400,200,273,164,116,63,64,64,P
244,401,200,272,164,116,63,63,62,P
245,400,200,272,164,116,63,63,63,P
246,400,200,272,164,116,63,63,63,P
247,399,199,272,164,122,63,63,63,P
248,399,200,272,164,116,63,63,63,P
249,398,199,271,164,116,63,63,63,P
250,399,200,272,164,116,63,63,63,P
251,398,199,269,164,114,63,62,66,P
1,420,202,275,166,119,64,64,64,B
2,412,200,271,164,116,63,63,63,B
3,410,200,272,165,116,63,63,63,B
4,409,202,271,166,115,63,62,68,B
5,407,200,273,165,116,63,63,63,B
6,405,200,273,165,117,63,63,63,B
7,404,200,272,165,116,63,63,63,B
8,402,199,276,163,117,62,63,62,B
9,401,199,272,164,116,63,63,63,B
10,400,200,271,164,116,63,63,62,B
11,400,200,272,164,116,63,63,63,B
1,421,203,275,167,119,63,64,64,S
2,412,203,271,164,116,62,62,62,S
3,419,214,283,175,117,64,64,64,S
4,424,225,310,199,116,77,74,77,S
5,434,235,334,209,116,99,99,99,S
6,440,244,349,220,116,119,119,119,S
7,449,253,359,227,117,135,135,135,S
8,455,259,367,233,117,147,147,147,S
9,463,266,372,238,117,156,156,156,S
10,468,271,375,240,116,162,162,162,S
11,473,276,377,243,116,168,168,168,S
12,479,280,380,245,116,173,173,173,S
13,485,285,381,247,117,178,177,177,S
14,489,288,385,249,116,181,180,180,S
15,494,291,386,250,116,183,183,183,S
16,497,293,387,251,116,185,186,185,S
17,503,296,389,252,116,187,188,188,S
18,505,298,389,253,116,189,189,189,S
19,510,301,391,254,116,191,191,191,S
20,513,302,391,255,116,192,192,192,S
21,518,305,393,256,116,194,194,194,S
22,521,307,395,256,117,196,194,195,S
23,524,308,394,257,116,196,196,196,S
24,528,310,395,257,116,197,197,197,S
25,531,312,396,258,117,198,198,198,S
26,534,314,397,259,122,198,199,199,S
27,538,315,398,259,116,199,199,199,S
28,539,316,398,260,117,199,199,199,S
29,542,317,398,260,116,200,200,200,S
30,544,318,398,260,116,200,200,200,S
31,546,319,396,260,115,200,200,206,S
32,549,320,400,261,117,201,201,201,S
33,551,320,400,262,117,201,201,201,S
34,552,321,400,261,116,202,202,202,S
35,554,322,399,262,115,202,202,205,S
36,554,322,400,262,116,202,202,202,S
37,558,324,402,263,117,203,202,202,S
38,559,323,401,262,116,202,202,202,S
39,561,324,401,263,117,202,202,202,S
40,563,325,402,263,117,202,202,202,S
41,564,324,402,261,116,201,206,201,S
42,565,326,402,263,116,202,202,202,S
43,568,327,403,264,117,202,202,202,S
44,568,327,402,263,116,202,202,202,S
45,571,328,404,264,116,202,202,202,S
46,573,328,404,264,117,203,203,203,S
47,571,327,402,263,114,201,200,202,S
48,571,328,400,264,114,201,201,201,S
49,575,329,404,264,117,202,202,202,S
50,576,330,404,264,116,202,202,202,S
51,577,330,405,265,117,202,202,202,S
52,578,330,405,265,117,201,202,201,S
53,579,330,403,264,116,201,201,201,S
54,580,329,404,263,122,201,201,201,S
55,581,331,405,265,117,200,200,200,S
56,582,331,404,265,117,200,200,200,S
57,583,331,404,265,116,200,200,200,S
58,583,330,403,264,116,200,200,200,S
59,585,331,405,265,117,200,200,200,S
60,585,332,406,265,117,200,204,199,S
61,586,333,406,265,117,198,200,198,S
62,585,330,403,264,116,198,199,198,S
63,587,332,405,265,117,199,199,199,S
64,587,332,405,265,116,198,198,198,S
65,588,332,405,265,117,198,198,198,S
66,589,332,405,264,116,198,198,198,S
67,592,332,405,265,117,197,198,198,S
68,595,331,406,265,116,197,198,198,S
69,591,332,406,266,117,197,198,198,S
70,591,332,405,265,117,197,197,197,S
71,592,333,405,266,117,197,197,197,S
72,592,332,405,265,117,196,196,197,S
73,592,332,404,265,116,196,196,196,S
74,589,331,402,270,115,196,195,196,S
75,592,336,404,264,116,195,195,195,S
76,594,332,405,265,117,196,196,195,S
77,597,333,406,266,116,195,195,196,S
78,596,332,406,266,117,195,195,195,S
79,596,333,406,266,117,195,195,195,S
80,595,331,404,265,116,194,194,194,S
81,596,332,405,265,116,194,192,194,S
82,597,333,406,267,117,195,192,194,S
83,601,332,405,265,117,194,194,194,S
84,599,333,406,266,117,194,194,194,S
85,597,332,405,265,116,193,193,194,S
86,599,332,406,266,117,194,194,194,S
87,600,333,406,266,117,193,193,193,S
88,598,331,404,264,116,192,192,192,S
89,598,331,405,265,116,192,192,191,S
90,599,332,406,265,117,190,192,190,S
91,599,337,405,265,117,193,192,192,S
92,599,331,405,265,116,191,191,191,S
93,600,332,405,265,117,192,192,191,S
94,602,332,406,266,117,192,192,191,S
95,601,332,406,265,117,191,191,191,S
96,602,332,405,265,117,190,190,190,S
97,601,331,405,265,117,190,190,190,S
98,602,332,406,265,118,192,190,191,S
99,603,331,412,265,117,190,190,189,S
100,601,331,404,264,116,189,189,189,S
101,601,330,404,264,116,188,189,189,S
102,602,331,405,264,117,189,189,189,S
103,604,332,406,265,117,189,189,189,S
104,603,331,405,264,117,188,188,188,S
105,608,330,405,264,117,187,188,188,S
106,602,330,405,265,117,187,187,187,S
107,604,331,406,265,117,187,187,188,S
108,605,331,405,265,117,188,188,188,S
109,603,330,404,264,116,187,187,187,S
110,605,331,406,264,117,186,191,186,S
111,604,327,404,263,116,186,186,186,S
112,606,331,406,265,117,187,186,186,S
113,605,331,405,265,117,186,186,186,S
114,605,330,405,265,117,186,186,186,S
115,604,330,405,265,117,185,186,186,S
116,602,329,404,264,115,185,184,184,S
117,602,329,403,264,117,184,185,184,S
118,604,329,404,264,117,185,185,185,S
119,604,330,405,265,117,185,185,185,S
120,603,330,405,264,117,185,185,185,S
121,599,329,403,264,116,184,184,184,S
1,621,334,410,267,119,186,186,186,P
2,612,328,405,264,116,183,183,180,P
3,611,321,402,259,116,178,179,179,P
4,606,319,397,251,117,169,169,169,P
5,601,315,391,240,117,157,157,157,P
6,594,312,385,232,117,146,146,146,P
7,594,308,380,224,116,138,138,137,P
8,593,307,377,220,117,131,131,131,P
9,590,302,373,216,116,126,126,126,P
10,590,298,369,209,116,120,121,121,P
11,586,297,365,210,118,119,118,118,P
12,584,294,364,207,117,115,115,115,P
13,581,290,360,204,116,112,112,111,P
14,580,288,359,202,116,109,109,109,P
15,579,286,358,201,117,107,108,107,P
16,576,283,354,199,116,105,105,105,P
17,576,282,353,198,117,103,103,103,P
18,575,279,351,196,117,102,102,102,P
19,574,277,350,195,117,100,100,98,P
20,572,276,352,194,117,95,98,97,P
21,568,271,352,192,117,97,98,97,P
22,568,270,350,192,117,96,96,96,P
23,565,269,343,191,117,95,95,95,P
24,563,267,343,190,116,94,93,94,P
25,560,266,341,190,116,93,93,93,P
26,559,263,339,188,116,92,92,92,P
27,558,262,338,188,116,91,91,91,P
28,558,262,339,188,117,91,90,90,P
29,554,259,337,187,117,90,89,89,P
30,553,258,336,187,116,89,89,89,P
31,552,256,334,186,116,88,88,88,P
32,550,254,333,185,116,87,87,87,P
33,552,255,334,186,117,87,87,87,P
34,551,253,333,185,116,86,86,87,P
35,548,251,331,184,114,85,84,85,P
36,547,250,330,184,117,85,86,86,P
37,549,251,331,184,117,83,85,83,P
38,545,252,329,183,116,84,84,84,P
39,544,247,328,182,116,83,84,83,P
40,543,246,328,182,116,83,83,83,P
41,542,245,326,182,116,82,82,82,P
42,542,244,327,182,117,82,82,82,P
43,539,242,325,181,116,81,81,81,P
44,535,241,325,181,116,81,81,81,P
45,535,241,325,181,116,81,81,81,P
46,535,241,324,181,116,81,81,80,P
47,532,239,323,180,116,80,80,80,P
48,533,239,323,180,117,80,80,80,P
49,531,238,323,180,116,79,80,80,P
50,530,237,322,179,116,79,79,79,P
51,529,236,321,179,116,79,80,79,P
52,530,236,324,179,117,76,79,77,P
53,527,235,318,179,116,81,78,79,P
54,528,233,321,179,117,78,78,78,P
55,527,233,319,178,116,78,78,78,P
56,525,232,318,178,116,77,77,77,P
57,525,231,318,178,116,78,77,77,P
58,526,232,318,178,116,77,77,77,P
59,523,230,317,177,116,77,77,77,P
60,523,230,318,178,116,77,77,77,P
61,520,229,316,177,116,76,76,76,P
62,522,230,317,177,117,76,77,76,P
63,519,228,316,177,116,76,76,76,P
64,519,228,316,177,116,76,76,78,P
65,520,228,316,177,117,76,76,76,P
66,517,227,313,177,115,79,75,76,P
67,517,226,315,175,116,76,75,76,P
68,514,225,313,180,116,75,75,75,P
69,515,225,313,176,116,75,75,75,P
70,514,224,313,176,116,74,74,74,P
71,515,225,313,176,116,74,75,75,P
72,512,224,312,176,116,74,74,74,P
73,512,224,313,176,116,74,74,74,P
74,512,223,312,176,116,74,74,74,P
75,510,222,311,175,116,73,74,73,P
76,509,222,311,175,116,74,74,73,P
77,509,222,311,174,116,73,73,73,P
78,507,221,309,174,116,73,73,73,P
79,509,222,311,175,116,73,73,73,P
80,507,220,310,175,116,73,73,73,P
81,505,220,310,175,116,73,73,73,P
82,504,220,309,175,116,73,73,73,P
83,504,220,309,172,115,71,72,72,P
84,504,218,309,173,117,72,76,72,P
85,502,219,309,174,116,72,72,72,P
86,503,219,308,174,116,72,72,72,P
87,502,218,308,174,116,72,72,72,P
88,501,218,307,173,116,72,72,72,P
89,499,217,307,173,116,71,71,71,P
90,498,217,306,173,116,71,71,71,P
91,498,217,306,173,116,71,71,71,P
92,498,217,307,174,116,71,71,71,P
93,497,216,306,174,116,71,71,71,P
94,497,216,306,174,116,71,70,71,P
95,498,217,306,171,116,69,71,70,P
96,496,214,304,173,116,70,70,70,P
97,495,215,305,173,116,71,71,70,P
98,495,215,305,173,116,70,70,70,P
99,494,215,305,173,116,70,70,70,P
100,494,215,304,173,116,70,70,70,P
101,493,214,304,173,116,70,70,70,P
102,493,215,302,173,115,71,70,74,P
103,492,214,304,173,116,70,70,70,P
104,490,213,302,172,116,69,70,70,P
105,490,213,302,172,116,70,70,70,P
106,490,213,303,172,116,70,70,70,P
107,489,213,302,172,116,69,69,69,P
108,488,213,302,171,117,68,69,68,P
109,489,213,302,173,117,69,69,69,P
110,488,213,302,172,116,69,69,69,P
111,488,212,302,172,116,69,69,69,P
112,487,212,302,172,116,69,69,69,P
113,484,210,305,171,117,69,70,69,P
114,486,212,301,172,116,69,69,69,P
115,484,211,300,171,116,69,69,69,P
116,485,212,301,172,116,69,69,69,P
117,484,211,300,172,116,69,68,68,P
118,482,211,301,173,117,69,66,68,P
119,482,210,299,171,116,68,68,68,P
120,482,211,299,171,116,68,68,68,P
121,482,211,300,171,116,68,68,68,P
122,481,210,299,172,116,68,68,68,P
123,481,211,296,171,114,68,67,72,P
124,480,210,298,171,116,68,68,68,P
125,479,210,298,171,116,68,68,67,P
126,478,210,298,171,116,67,68,68,P
127,478,210,298,171,116,68,68,68,P
128,478,208,298,169,116,68,68,69,P
129,477,209,298,171,116,67,67,68,P
130,476,209,298,171,116,67,67,68,P
131,476,209,297,172,116,67,67,67,P
132,476,210,298,171,116,68,67,68,P
133,475,208,297,171,116,67,67,67,P
134,473,208,296,171,116,67,67,67,P
135,474,209,297,171,116,67,67,67,P
136,472,208,296,170,116,67,67,67,P
137,473,205,296,168,116,66,72,67,P
138,472,208,296,170,116,67,67,67,P
139,471,208,296,170,116,67,67,67,P
140,471,208,295,170,116,67,67,67,P
141,470,208,295,170,116,67,66,67,P
142,470,208,295,170,116,67,67,67,P
143,469,208,295,170,116,67,67,67,P
144,469,208,295,170,116,67,67,67,P
145,468,208,295,170,116,66,66,67,P
146,467,205,294,169,120,67,66,66,P
147,467,208,295,170,116,66,66,66,P
148,466,207,294,170,116,66,66,66,P
149,467,208,295,170,116,66,66,66,P
150,466,207,293,170,117,68,66,66,P
151,466,207,294,170,116,66,66,66,P
152,467,207,294,170,116,66,66,66,P
153,464,207,294,170,116,66,66,66,P
154,463,207,293,173,115,66,63,66,P
155,464,207,293,170,116,66,66,66,P
156,463,207,293,170,116,66,66,66,P
157,463,207,293,170,116,66,66,66,P
158,463,207,292,170,117,68,66,66,P
159,462,206,292,170,116,66,66,66,P
160,463,206,293,170,117,66,66,66,P
161,462,206,292,169,116,66,66,65,P
162,462,206,292,169,116,66,66,65,P
163,460,206,291,169,116,65,65,65,P
164,460,206,291,169,116,65,65,66,P
165,461,206,292,170,116,66,65,65,P
166,460,205,291,169,116,66,65,66,P
167,459,206,291,169,116,65,65,65,P
168,459,206,291,168,116,65,65,65,P
169,459,205,291,169,114,65,64,65,P
170,457,205,291,169,116,65,65,65,P
171,457,206,291,169,116,65,66,65,P
172,456,205,290,168,116,65,65,65,P
173,457,206,290,168,116,63,65,64,P
174,456,205,290,169,116,65,65,65,P
175,456,206,290,168,116,65,65,65,P
176,455,205,290,169,116,65,66,65,P
177,455,205,290,168,117,66,69,65,P
178,455,205,290,169,116,65,65,65,P
179,454,205,289,168,116,65,65,65,P
180,453,204,289,168,116,65,65,64,P
181,453,205,289,167,117,66,68,65,P
182,453,204,289,168,116,64,65,65,P
